M673841710745706496,1, انترنت_السعوديه_ضعيف زيد الصبر زيد,سخرية,محايد
M674025244257054720,1, انترنت_السعوديه_ضعيف زين اطلق شىا حتى لو ضعف النت يوم يرجع اقوى م يتمنذل علي نفس سوا ومويايلي الخرا الله ياخذهم اخذ عزي ,كلاهما,لا يمكن تحديده
M673755321609953280,17, انترنت_السعوديه_ضعيف ساضطر لمراجعه مكتب شركه الاتصالات السعوديه بالدمام لليوم الثاني ليتكرموا ويعيدوا النت والحراره للهاتف ,سلبي,محايد
M673749629868056576,1, انترنت_السعوديه_ضعيف سبحان الله توني ادري _ تبا لشركات الاتصالات _ ,سلبي,سخرية
M673787364351852544,3, انترنت_السعوديه_ضعيف سرعه الانترنت في امريكا في اخر الشهر من الباقه يعادل سرعته في السعوديه في عز الباقه و اعني اول الشهر ,سلبي,لا يمكن تحديده
M673953711081824256,1, انترنت_السعوديه_ضعيف شركات الاتصالات السعوديه قدموا خدمات بقدر استهلاككم للفلوس ,سلبي,لا يمكن تحديده
M673797082050859008,1, انترنت_السعوديه_ضعيف شركات الاتصالات عم تسرق الشعب النت ضعيف مره و دول ثانيه النت سريع و مجانا بعد و حرام ندفع فلوس على الفاضي,سلبي,كلاهما
M673804862371586048,1, انترنت_السعوديه_ضعيف شركات الاتصالات مثل الحلاق اللي يصفقك ويضربك ويقول هذا مساج وهي تسرقنا وندفع لها غصب ,سخرية,سلبي
M673789854937927680,1, انترنت_السعوديه_ضعيف شركه الاتصالات مافيها مشكله المشكله كلها من البنات من كثر مايحشن بعضهن مزحمات الشبكه من كثر مايزنن اشغلن الشبكه ,لا يمكن تحديده,محايد
M673824444805173248,2, انترنت_السعوديه_ضعيف شركه المراعي تكاد تنعدم من شبكه موبايلي لا اتصال ولا انترنت ندفع ع الفاضي لا بارك الله فيكم من شركه,سلبي,لا يمكن تحديده
M673795670084616192,1, انترنت_السعوديه_ضعيف شركه زين تقول مو مفعله سياسه الاستخدام العادل وهذا كلام غير صحيح لان موجود عندي وعند الكثيرين من العملاا حل ارجوكم,سلبي,لا يمكن تحديده
M673753225749782528,19, انترنت_السعوديه_ضعيف شغلتنا طف المودم شغل المودم الحياه صعبه مع stc ,سخرية,سلبي
M673793778759659520,1, انترنت_السعوديه_ضعيف شكل الهاشتاق ذغدغهم شوفو وش ارسلو لي الصباح اليوم يبون الشعب يهجد ,سخرية,محايد
M673800939069964288,1, انترنت_السعوديه_ضعيف شكل مدير stc وهو يتابع الهاشتاق ,سخرية,لا يمكن تحديده
M673923970924716032,1, انترنت_السعوديه_ضعيف شكلكم ما قد جربتوا النت الفضائي ,سخرية,محايد
M673772965721464832,1, انترنت_السعوديه_ضعيف شكله متقرعط من البرد لا حد يسالني وش معنى متقرعط ,سخرية,محايد
M673873771644772352,1, انترنت_السعوديه_ضعيف شكلهم قطعوو الاسلاك بحفريات المترو قطار_الرياض,سخرية,محايد
M673755286910447616,1, انترنت_السعوديه_ضعيف شكوى مستخدمي شبكه الاتصالات السعوديه stc بطاالسرعهواحتساب رسوم مبالغه كجهه تشريعيه ماذافعلتم ,سلبي,لا يمكن تحديده
M673779920259129344,1, انترنت_السعوديه_ضعيف شنو الجديد بالموضوع يعني ,سلبي,سخرية
M673816340222857216,1, انترنت_السعوديه_ضعيف شوفلنا حل الله يخليك ,سلبي,لا يمكن تحديده
M673810516117188608,2, انترنت_السعوديه_ضعيف شيا طبيعي اذا مافي رقابه وحقهم مضمون,سلبي,لا يمكن تحديده
M673813035442708480,2, انترنت_السعوديه_ضعيف شيا موب جديد في دول عندهم بالزباله نت وعندنا النت زباله نفس الشيا بس اختلاف ثقافات مع الكفار ,سخرية,سلبي
M673751816287469568,1, انترنت_السعوديه_ضعيف صاحب الهشتاق شكله ماجرب انترنت اليمن ,سخرية,محايد
M673829237258866688,1, انترنت_السعوديه_ضعيف صباح الخير استوعابك هو الضعيف ,سخرية,لا يمكن تحديده
M673780324627849216,7, انترنت_السعوديه_ضعيف صح النوم ,سخرية,لا يمكن تحديده
M673884561206587392,1, انترنت_السعوديه_ضعيف صحيح ان البلدان المجاوره اضعف بكثير من عندنا ولكن بمقابل المبالغ الطائله اللي يسحبونها مننا المفروض فيه ,سلبي,كلاهما
M673797380962168832,1, انترنت_السعوديه_ضعيف صحيح بس عندنا افضل من كثير من الدول ,إيجابي,كلاهما
M673821980861313024,2, انترنت_السعوديه_ضعيف صراحه الاحظ بالليل يازينه و بالنهار يقطع الاساس من المستخدمين يكون في ضغط ع الشبكه ,كلاهما,محايد
M673782091633598464,1, انترنت_السعوديه_ضعيف ضعف النت ناتج عن سكوت المشتركين كثرو من الهاشتاقات الى ان يصل صوتنا المسؤلييين,سلبي,محايد
M673820681969246208,3, انترنت_السعوديه_ضعيف ضعف تطوير و اداا وكفااه ومهنيه من يراقبني و ينافسني تمنحني التسلط والغش والخداع اذا افتقدت الاما ,سلبي,لا يمكن تحديده
M673753929881006080,2, انترنت_السعوديه_ضعيف ضعيف طيب احنا نقوول ايه بقاا حسوا بينا يحسوا بيكوا ربناا ,سخرية,سلبي
M673800324939956224,1, انترنت_السعوديه_ضعيف ضعيف في الاحياا السكنيه من الزحمه يمكن لكن شوفوا سرعته في مكان بعيد عن البيوت ليته كذا عندي ,محايد,كلاهما
M673800784379846656,1, انترنت_السعوديه_ضعيف ضعيف مو ضعيف شي يخصنا اطلعو منها ,لا يمكن تحديده,سلبي
M673776080713592832,1, انترنت_السعوديه_ضعيف ضعيف و ي سباب ملل ,سلبي,لا يمكن تحديده
M673802002720235520,1, انترنت_السعوديه_ضعيف ضعيف وازعجنا العالم وجننا بهم لو قوي وش بنسوي بنحتل العالم الكترونيا ,سخرية,سلبي
M673751860067631104,1, انترنت_السعوديه_ضعيف ضعيف ولا مقبول ,سخرية,لا يمكن تحديده
M673843231952650240,1, انترنت_السعوديه_ضعيف ضعيف يعني نجح عل اقل الانترنت يعتبر رسب بكل المقاييس,سخرية,لا يمكن تحديده
M673812845893677056,1, انترنت_السعوديه_ضعيف طبعا لم تذكر في الاحصائيه الاسعار الوكاد ان ترتيبنا متقدم ,سخرية,لا يمكن تحديده
M673790202029191168,4, انترنت_السعوديه_ضعيف طبيعي في ظل عدم وجود منافسه وهيئه الاتصالات لادور لها لاسيما ان معظم كوادرها من stc,سلبي,لا يمكن تحديده
M673785300217405440,1, انترنت_السعوديه_ضعيف طبيعي لان اسلاك الاتصالات يا سايحه من الحر ولا متصلبه من البرد بكل الحالتين بتخرب و يضعف النت,سخرية,محايد
M673959982052806656,1, انترنت_السعوديه_ضعيف طبيعي لكن الغير طبيعي انه يكون سريع ,سلبي,سخرية
M673819007544356864,2, انترنت_السعوديه_ضعيف طبيعي ولو النت عندك جيد الحد الظالم موجود,سلبي,لا يمكن تحديده
M673866764321714176,1, انترنت_السعوديه_ضعيف طيب عارفين هها وش تتسوي ياراعي الهاشتاق اطلب الله وانا اخوك لعل STC تغدي تهتم بجوده الخدمه ,سخرية,لا يمكن تحديده
M673752235914993664,56, انترنت_السعوديه_ضعيف طيب ليه ما نقاضي الشركات ونطلب تعويض حنا دفعنا فلوس مقابل خدمه محدده وما صارت الخدمه والوضع صار احتي ,سلبي,لا يمكن تحديده
M673767591408738304,1, انترنت_السعوديه_ضعيف طيب من يشاركني بنسوي شركه اتصالات و نغطي ضعف النت بشكل عام و قوي في كل مناطق السعوديه,سخرية,محايد
M673831144501157888,1, انترنت_السعوديه_ضعيف طيب و الحل يعني ,سلبي,محايد
M673810214630637568,1, انترنت_السعوديه_ضعيف طيب والحل وش نسوي ,سلبي,محايد
M673792549975388160,1, انترنت_السعوديه_ضعيف طيب والي عندهم برج ومافي غيره وكل يوم يطفى وشغال بماطور ويعبونه ديزل حشى مو برج دينه شكرا stc ,سخرية,سلبي
M673820457934725120,6, انترنت_السعوديه_ضعيف طيب وين الجديد,سلبي,سخرية
M673794036927459328,2, انترنت_السعوديه_ضعيف عااادي وش الجديد دايم ضعيف,سلبي,سخرية
M673809628849963008,1, انترنت_السعوديه_ضعيف عاد اللي يسمع يقول نبي انترنت قوي عشان البحوث والقنوات والمواقع العلميه كلها سناب وحزمه من التفا ,سخرية,لا يمكن تحديده
M673783880671981568,1, انترنت_السعوديه_ضعيف عاد ما شاا الله مغطين كل البرامج يعتبر انجاز لنا ,سخرية,إيجابي
M673848818190954496,1, انترنت_السعوديه_ضعيف عادي جدا اخذ مقاس الكره الارضيه باصابعي و لا اجلس استنى يشتغل مقطع يوتيوب ,سخرية,لا يمكن تحديده
M673788566561005568,1, انترنت_السعوديه_ضعيف عارفين م فيه شي جديد ,سلبي,سخرية
M673774771222528000,19, انترنت_السعوديه_ضعيف عالاساس انها معلومه جديده ,سلبي,سخرية
M673812954702286848,1, انترنت_السعوديه_ضعيف عزالله مااضعفه الا دعاوي الاباا والامهات يقولون انه ضيع عيالهم من الدراسه والشغل وكلش ,سخرية,محايد
M673751180212871168,1, انترنت_السعوديه_ضعيف عسى توكم تدرون ياولد حتى اللي مولع تروح المحنه اللي فيه والمقطع مابعد يفتح ,سخرية,لا يمكن تحديده
M673933094672588800,1, انترنت_السعوديه_ضعيف عقبال م يقفلونه مره وحده ونرجع للرسائل النصيه ومع كذا جزا من النص مفقود ,سلبي,محايد
M673913315379294208,1, انترنت_السعوديه_ضعيف عقليه الاداره بطريقه احمد ربك عندك نت هي سبب الفشل عندنا في جميع المجالات نعم الحمد لله ولكن نريد الافضل ,لا يمكن تحديده,سلبي
M673834176542584832,2, انترنت_السعوديه_ضعيف علشان افتح صفحه في النت باعمل كاسه شاي وارجع تكون فتحت,سخرية,سلبي
M673833142734725120,1, انترنت_السعوديه_ضعيف على اساس انكم تغردون من البلوتوث ,سخرية,محايد
M673792618346737664,6, انترنت_السعوديه_ضعيف على اساس انه شي جديد ,سلبي,سخرية
M673780435281911808,1, انترنت_السعوديه_ضعيف على اساس جبتوا شي جديد يعني,سلبي,سخرية
M673772037752664064,1, انترنت_السعوديه_ضعيف على اساس من اول قوي,سلبي,سخرية
M673798091326283776,6, انترنت_السعوديه_ضعيف على حسب اجواا السعوديه اذا الجو حار يفصل اذا امطار علق النت اذا الجو بارد تحت الصفر,سخرية,محايد
M673779243646611456,1, انترنت_السعوديه_ضعيف على حسب الموقع تكون السرعه اذكر قبل اسبوع رحت لمطعم اتعشى وشغال عالفور جي قسم بالله طياره,كلاهما,إيجابي
M673786271710453760,2, انترنت_السعوديه_ضعيف على شان كذا تاخر صرف الرواتب اليوم ,سخرية,لا يمكن تحديده
M673789567972065280,1, انترنت_السعوديه_ضعيف على شان يلحقون يشوفون اللي يرسلون الناس لو الاتصال سريع مايلحقون على شي ههههههههههههه,سخرية,لا يمكن تحديده
M673871212402122752,1, انترنت_السعوديه_ضعيف على طاري سرعه النت تذكرون اول اذا انقطع قالوا لنا ان الكيبل البحري قطعته اسماك القرش يا جعلها تقطع مصارينكم ,سخرية,سلبي
M673824387817209856,1, انترنت_السعوديه_ضعيف علئ اساس جايبين شي جديد من متئ وهو كويس ,سلبي,سخرية
M673792626810863616,1, انترنت_السعوديه_ضعيف عم بيقولو بالدول المتقدمه عندهن الزباله نت واحنا النت زباله تخيل روعه المنظر,سخرية,سلبي
M673824490397282304,1, انترنت_السعوديه_ضعيف عمره صار سريع اصلا الله يصبرنا ,سلبي,سخرية
M673752493969510400,3, انترنت_السعوديه_ضعيف عملاا stc عدم الافراط في التحميل ومشاهده الفيديو لانه يوجد نظام الاستعمال العادل وحدك 2 قيقا لللامحد ,محايد,لا يمكن تحديده
M673835050987872256,1, انترنت_السعوديه_ضعيف عن العياره شزينه ,إيجابي,لا يمكن تحديده
M673750859789021184,1, انترنت_السعوديه_ضعيف عن تجربه اتصلت عليهم قالوا 20 دقيقه وترجع الخدمه وماجاتني الا بعد يومين,سلبي,محايد
M673851675409448960,1, انترنت_السعوديه_ضعيف عندما ينام الناس يصبح الانترنت سريعا حكمه,سخرية,إيجابي
M673791606806458368,1, انترنت_السعوديه_ضعيف غيرو الشرائح ثم الطمو يمگن تجلس معگ الشريحه من سنه والى 8 سنوات والشبگات الحديثه ما تدعمها وتلطم,سخرية,لا يمكن تحديده
M673813462427021312,3, انترنت_السعوديه_ضعيف فتح منافسه للشركات الاجنبيه سيعمل صدمه انعاش قلبي رئوي للشركات القائمه يعود بالفائده على المواطن بجوده ,سخرية,محايد
M673825086240092160,2, انترنت_السعوديه_ضعيف فتشوا عن سبب سكوت هيئه الاتصالات قد تكون الرشوه احدها ,سلبي,محايد
M673910393270575104,3, انترنت_السعوديه_ضعيف فعلا ضعيف وضعيف جدا ياهلاليون الاهلي كبيربالسومه وبغيره ان اردتم الدوري هذا العام فاحسموها بالفو ,سلبي,لا يمكن تحديده
M673780214447624192,3, انترنت_السعوديه_ضعيف فقط بالسعوديه تنسدح على جنبك وتصير الشبكه فل وتنسدح عالجنب الثاني وتختفي تماما ,سخرية,كلاهما
M673787947053948928,1, انترنت_السعوديه_ضعيف فكولكم المحبس قبل كم سنه وكان النت سريع صرتو تسبون الدوله وصرتوا معارضين ودواعش ورجعوا قفلوه ثاني هذي كل السالفه,سخرية,لا يمكن تحديده
M673822039388614656,4, انترنت_السعوديه_ضعيف فن المقاطعه يجعل من الانترنت بالسعوديه اسرع انترنت بالعالم ,سلبي,محايد
M673794482995863552,1, انترنت_السعوديه_ضعيف فواتير باهظه مقابل خدمه سيئه لنقاطعهم ونتواصل عبر الحمام الزاجل ,سخرية,سلبي
M673835985977942016,1, انترنت_السعوديه_ضعيف فوق ضعف النت واشتراكي المهدور بباقه 400 ريال شهريا بردن باردن ييبس الخصيات مشكله ياخي ,سخرية,سلبي
M673749495117709312,3, انترنت_السعوديه_ضعيف في الدول الكافره النت عندهم قوي وعندنا يا المسلمين جدا ضعيف مدري مين فينا الم ,سلبي,كلاهما
M673755355248242688,2, انترنت_السعوديه_ضعيف في السعوديه حتى البس يحفر الحفره يتبول فيها يسببها مكشوفه ليه موظف اتصالات,سخرية,لا يمكن تحديده
M673823714279034880,2, انترنت_السعوديه_ضعيف في اليابان تشغيل الانترنت واي فاي ومفتوح عبر سله النفايات وعندنا النت زباله تقريبا نفس الشي ,سخرية,سلبي
M673839256813588480,1, انترنت_السعوديه_ضعيف في سيرلانكا ومع انها دوله فقيره جداوالبنيه التحتيه ضعيفه الا ان سرعه الاتصالات فيها خيالي بل يضاهي الدول المتقدمه ,سلبي,كلاهما
M673791380393693184,1, انترنت_السعوديه_ضعيف في شي عندنا قوي الحمد لله ع كل حال ,سلبي,سخرية
M673785427875205120,5, انترنت_السعوديه_ضعيف في كوريا الجنوبيه اسرع واقوى شبكهنت في العالم والنت مجاني وهنا تدفع مبالغ عشان النت وتحصله ضعيف حقيقه ,سلبي,كلاهما
M673793387842150400,1, انترنت_السعوديه_ضعيف في وسط مكه في حي الزاهر وكاننا في ادغال افريقيا ,سخرية,لا يمكن تحديده
M673758776017731584,1, انترنت_السعوديه_ضعيف فيه اخبار تخص اشتراكات الانترنت اتوقع تجلط البعض راح يتم اقرارها بدايه العام الميلادي,سخرية,لا يمكن تحديده
M673810942640177152,1, انترنت_السعوديه_ضعيف فيه تعاون من الشركات في استهلاك المستخدمين الباقات قبل نفاذ الباقه كان قبل كم شهر واحد قيقا يكفي لمده شهر الان يومين,سلبي,لا يمكن تحديده
M673756461743370240,5, انترنت_السعوديه_ضعيف فيه شركه في السودان تقدم الانترنت مجانا و في السعوديه شركات الاتصال تحس لها الفضل بتقديم الانتر ,سلبي,كلاهما
M673780401316450304,1, انترنت_السعوديه_ضعيف فيه مناطق طياره بس انت وحظك,كلاهما,إيجابي
M673767636250075136,1, انترنت_السعوديه_ضعيف قاصين علينا,سلبي,لا يمكن تحديده
M673797684680085504,1, انترنت_السعوديه_ضعيف قال انفخ ياشريم قال ما من برطم سلام ,لا يمكن تحديده,سخرية
M673846841767829504,1, انترنت_السعوديه_ضعيف قالوا بنعطيك 10 ميجات وتسابق الوقت والمده واليوم طحنا 10 طيحات الفيديو يفتح بعد شده نزف ,سخرية,سلبي
M673759311718404096,1, انترنت_السعوديه_ضعيف قالوا خذ موبايلي اطلق وخذينا وسنه كامله استخدام وماشفنا شي خذنا الاتصالات واختكي مثلكي والحين يقولون اخذ زين يخرطي,سخرية,سلبي
M673792185368756224,1, انترنت_السعوديه_ضعيف قبل ان يصل الى السعوديه النت عن طريق البيانات كان dsl مناسب اما الان لا هو ولا البيانات يصلان لدرجه مقبول حتى ,كلاهما,سلبي
M673823571471396864,1, انترنت_السعوديه_ضعيف قديمه,لا يمكن تحديده,سلبي
M673841699555319808,9, انترنت_السعوديه_ضعيف قل قسم ,سخرية,لا يمكن تحديده
M673765817000046592,1, انترنت_السعوديه_ضعيف قلت له ليه قال جايني امر م ابيع شرايح مفتوح ب الوقت ذا يعني يعترف وعند حقين الجوالات يبيعونها ب350 و ب360 gt gt ,سلبي,لا يمكن تحديده
M673766526282047488,1, انترنت_السعوديه_ضعيف قلنا ا تصا ت ضعيف وغيرناا موبايلي ونفس الشي وزين بعد شنسووي يعني كله من ايران ,سلبي,سخرية
M673783344564461568,1, انترنت_السعوديه_ضعيف قلنا افتحوا شركات تجاريه عشان يزيد لنا حريه فالاختيار بينهم طلع لنا نفس الشركات ب بتغير الاسم والشعار ,سلبي,محايد
M673833867770535936,1, انترنت_السعوديه_ضعيف كان عندي انترنت سرعه 20 ووجدته ضعيف قالوا السلك وبعدين عملته 4 جيجا اسرع من 20 معقوله,سلبي,محايد
M673811423101874176,1, انترنت_السعوديه_ضعيف كان ودي اشارك في التاق بس النت ضعيف,سخرية,لا يمكن تحديده
M673804049511292928,1, انترنت_السعوديه_ضعيف كذابين عندي اسرع من سكوووود ,سخرية,لا يمكن تحديده
M673794357317779456,1, انترنت_السعوديه_ضعيف كل الشركات تطالع في التاق و تقول انتم ادفعو بس مالهم منافس خارجي ولا كان تلقاهم على قدم و ساق ,سخرية,لا يمكن تحديده
M673777911141425152,1, انترنت_السعوديه_ضعيف كل الشركات عندها حركه ذكيه للاحتيال لو تقيس السرعه على اي سيرفر سعودي تشوفها صاروخ لكن اي على سيرفر خارجي 1 ميجا,سلبي,كلاهما
M673968032541224960,1, انترنت_السعوديه_ضعيف كل الوزراا تغيروا باقي وزير الاتصالات على قد الشكاوي من الناس وهو لاحس ولاخبر الناس تعبت من نص ,سلبي,محايد
M673817923207696384,2, انترنت_السعوديه_ضعيف كل شركه تتحدى الثانيه بالسوا زين افضل السيئين,كلاهما,سلبي
M673784587886206976,1, انترنت_السعوديه_ضعيف كل شركه تقول الزود عندي,سخرية,سلبي
M673819677060132864,1, انترنت_السعوديه_ضعيف كل مشاكل السعوديه بسبب ال سعود اخزاهم الله,سلبي,لا يمكن تحديده
M673806814010589184,3, انترنت_السعوديه_ضعيف كل هذا اللي تسوونه متواجدين بكل مكان وبكل برنامج وخاتمين المقاطع والطقطقه والنت ضعيف اجل وش بتسون ل ,سخرية,محايد
M673770456172929024,1, انترنت_السعوديه_ضعيف كله من stc محتكره الاتصالات بالمملكه لو يسمحوا بشركات اتصالات عالميه تستثمر بالسعوديه كان انحلت المشكله وارتحنا منstc,سلبي,محايد
M673837592148910080,1, انترنت_السعوديه_ضعيف كله منكم,لا يمكن تحديده,محايد
M673811507990421504,1, انترنت_السعوديه_ضعيف كلها كم سنه و افتح شركه اتصال و اعزكم عز ,سخرية,محايد
M673802038761930752,13, انترنت_السعوديه_ضعيف كويس كنت احسب المشكله عندي بس ,سلبي,لا يمكن تحديده
M673841983698436096,1, انترنت_السعوديه_ضعيف كيف ضعيف وانا العب call of duty والبينق عندي 1 ,إيجابي,لا يمكن تحديده
M673788708039061504,1, انترنت_السعوديه_ضعيف گلام عار من الصحه ,إيجابي,لا يمكن تحديده
M673843041006977024,1, انترنت_السعوديه_ضعيف لا ابدا مين قال ,سخرية,لا يمكن تحديده
M673791431862050816,1, انترنت_السعوديه_ضعيف لا احد يتعب نفسه ويتصل عليهم يسال الجواب حدا امرين 1 تحديث 2 قطع في الكيبل البحري اللي ماندري وينه,سخرية,محايد
M673799857103101952,1, انترنت_السعوديه_ضعيف لا تحاتون نصف ساعه واقويه لكم ل ,سخرية,لا يمكن تحديده
M673797874094891008,1, انترنت_السعوديه_ضعيف لا تخافون هذا واقع الدول العربيه ثرواتها لغيرها الغرب طوروا انفسهم بثروات وكنوز العرب _ ,سلبي,محايد
M673777970570502144,6, انترنت_السعوديه_ضعيف لا تنتظر ان تدفع الشركات مبالغ طائله لتحديث شبكتها طالما المواطن الان مجبر على الدفع اللوم الاكبر على ه ,سلبي,لا يمكن تحديده
M673763510174801920,13, انترنت_السعوديه_ضعيف لا جديد ,سلبي,سخرية
M673811443029032960,1, انترنت_السعوديه_ضعيف لا جديد المشتكى لله ,سلبي,سخرية
M673809499736645632,2, انترنت_السعوديه_ضعيف لا كويس ماطلعت انا الوحيد الزبده مبسوط انكم مثلي ,سخرية,كلاهما
M673800276604792832,11, انترنت_السعوديه_ضعيف لا واحد منهم يقول لك ايفون هديه ويربطك بعقد 18 شهر ب 400 ريال اي تدفع 7200 اجل الايفون هديه ويجيك ال ,سلبي,محايد
M673764997676310528,1, انترنت_السعوديه_ضعيف لا وازيدكم من الشعر بيت بدت هالشركات توقف الشرايح وتنزل كل يوم عدد محدود وباسعار خياليه يصل بعضها ل 360 ل 3 اشهر ,سلبي,محايد
M673813462783537152,1, انترنت_السعوديه_ضعيف لا والله شحليله والله انه سريع اسرع من الغزال ليه تكذبون يعني بس شوشره وكذب,إيجابي,سخرية
M673952579768971264,1, انترنت_السعوديه_ضعيف لا يا شيخ بالله من جد يا حبيبي النت ضعيف وزي الزفت من قبل لا يطلع لنا تويتر على فكره انا ماني بمسامحهم يوم القيامه,سخرية,سلبي
M673789396953513984,23, انترنت_السعوديه_ضعيف لا يوجد ما يدفع شركات الاتصالات لتطوير شبكاتها فالايرادات الضخمه مضمونه وهيئه الاتصالات تغط في سبات عم ,سلبي,محايد
M673827747945385984,5, انترنت_السعوديه_ضعيف لاتسال شركه امتصاصات سعوديه بامتياز اما شركه حلزونيه بامتياز ولك الله ياوطن كل ال ,سلبي,سخرية
M673782595130400768,1, انترنت_السعوديه_ضعيف لاتلومونهم يحول يمكن ماهنا امكانيات ولا ماده ,سخرية,محايد
M673858326812360704,1, انترنت_السعوديه_ضعيف لاتوجع القلب اكثر ارجوك ,سخرية,لا يمكن تحديده
M673812928412426240,1, انترنت_السعوديه_ضعيف لازم تحط دواا للضغط والسكري جنبك اذا نويت تفتح النت,سخرية,سلبي
M673753252039680000,2, انترنت_السعوديه_ضعيف لازم فيه حل للانترنت,سلبي,محايد
M673782954494197760,1, انترنت_السعوديه_ضعيف لازم نسافر لدوله النت عندهم كويس,سلبي,محايد
M673919706672324608,1, انترنت_السعوديه_ضعيف لان الناس نايمه بس خلهم يصحون ,سلبي,محايد
M673831704260452352,1, انترنت_السعوديه_ضعيف لانكم كلامكم واجد ,سخرية,محايد
M673774950298292224,1, انترنت_السعوديه_ضعيف لانكم كلكم ع النت انتم وعيالكم وجدانكم وجداتكم وخدمكم ارحمو النت والله مالومه المسكين يوصل لمين ولا لمين ,سخرية,محايد
M673859195138088960,1, انترنت_السعوديه_ضعيف لانه مراقب,لا يمكن تحديده,محايد
M673812459153674240,8, انترنت_السعوديه_ضعيف لايستطيع المواطن مقاطعه stc لذلك يجب ان يكون هناك قرار حكومي لاستقطاب شركات عالميه الي السعوديه لل ,سلبي,محايد
M673869560685154304,1, انترنت_السعوديه_ضعيف لدرجه انك بعض احيان تشك ان عندك نت,سلبي,سخرية
M673816925101826048,1, انترنت_السعوديه_ضعيف لدرجه انه ضعيف احس ان المودم شريته للزينه ,سخرية,سلبي
M673780869585362944,1, انترنت_السعوديه_ضعيف لدرجه انه يعلمك الصبر وطولت البال ,سخرية,سلبي
M673769891313397760,1, انترنت_السعوديه_ضعيف لقد اسمعت لو ناديت حيا ولكن لاحياه لمن تنادي ,لا يمكن تحديده,سلبي
M673824789132419072,1, انترنت_السعوديه_ضعيف لكن احسن من التدخين ,لا يمكن تحديده,إيجابي
M673843954828357632,2, انترنت_السعوديه_ضعيف لمين ابشكي لمين ,سخرية,سلبي
M673762390060769280,1, انترنت_السعوديه_ضعيف لن تتحسن الخدمات الا اذا الناس كلها سحبت عليهم شهر بس وقتها راح يحسون بالخطر ,سلبي,محايد
M673787409406947328,1, انترنت_السعوديه_ضعيف لن يتطور مجال الاتصالات الا برقابه و فرض عقوبات من هيئه الاتصالات و دخول شركات جديده تشعل المنافسه و اقبال المستخدمين,سلبي,محايد
M673770636918063104,9, انترنت_السعوديه_ضعيف لن يسمع صوتكم قضيه ضعف الانترنت من اكثر القضايا وصولا للترند في تويتر هل تغير شيا بالعكس اختلاسات اكث ,سلبي,محايد
M673757009041342464,35, انترنت_السعوديه_ضعيف لن يصلح الحال ما لم تشاركوا وتسمعوهم صوتكم شاركو في هذا التاق,سلبي,محايد
M673752995671187456,1, انترنت_السعوديه_ضعيف لناس وناس,سخرية,لا يمكن تحديده
M673748673684185088,37, انترنت_السعوديه_ضعيف لو اتصلت على رقم 900 لاصابك الضغط ولسمعت رسائل ممله تؤدي الى لا شيا وفي الاخير يعتذر منك لوجود عطل طا ,سخرية,سلبي
M673768794951651328,24, انترنت_السعوديه_ضعيف لو اطلعت على الجهود الجباره التي تبذلها هيئه الاتصلات لطالبت باغلاق شركه الاتصالات ومحاكمتها ايضا,سلبي,سخرية
M673748859298947072,1, انترنت_السعوديه_ضعيف لو سمحتم عدلو النت ,سلبي,لا يمكن تحديده
M673768510502379520,24, انترنت_السعوديه_ضعيف لو فتح المجال لعده شركات منافسه سترى حينئذ الفرق بين ما نعيشه بقرف ونقيضه بترف ,سلبي,لا يمكن تحديده
M673768802925023232,21, انترنت_السعوديه_ضعيف لو كان سقراط بيننا لطالب بمحاكمه المسئول عن الاتصالات في بلادنا,سلبي,لا يمكن تحديده
M673771852209201152,1, انترنت_السعوديه_ضعيف لو كان نت السعوديه رجلا لقتلته ,سخرية,سلبي
M673848090663759872,2, انترنت_السعوديه_ضعيف لو كل الشركات تعمل بالكلام الموجود في الاعلانات MBC كان كنا مرتاحين,سخرية,محايد
M673808380595740672,1, انترنت_السعوديه_ضعيف لو كنت في كندا او امريكا كان حقك يرجع مع حمايه المستهلك وعندنا هنا لا يستطيعو يفعلوا شيئ امام stc,سلبي,لا يمكن تحديده
M673785944470892544,1, انترنت_السعوديه_ضعيف لو مافي انترنت كان الدنيا بخير كان مافي غسيل مخ للعالم وكلن يعيش بامان,لا يمكن تحديده,محايد
M673777904917041152,1, انترنت_السعوديه_ضعيف لو ناديت حيا لاجابا ولاكن لا حياه لمن تنادي والشرهه مو عليهم الشرهه على اللي جابرنا نستخدم منتجاتهم المخيسه ,لا يمكن تحديده,سلبي
M673911382455226368,1, انترنت_السعوديه_ضعيف لي شهر وهم يقولون يصرفوني ,لا يمكن تحديده,سلبي
M673851268260077568,1, انترنت_السعوديه_ضعيف ليت يفصلو النت ونعيش لى ايام نوكياا ايام جميله ايام البلوتوث ايام الحياه الحلوه ,لا يمكن تحديده,محايدل
M673767361690910720,1, انترنت_السعوديه_ضعيف ليته يبقى ضعيف ع طول ع الاقل بيخف النفاق والتصنع والمثاليه اللي بيتصنعها البعض الله وكيلكم سببوا لنا تلوث بصري ,لا يمكن تحديده,محايد
M673798929486626816,1, انترنت_السعوديه_ضعيف ليته يشتغل بسسسسس ,سلبي,سخرية
M673777951448678400,3, انترنت_السعوديه_ضعيف ليته يفصل اسبوع بشوف كيف يعيش الشعب ,سخرية,محايد
M673783736861896704,1, انترنت_السعوديه_ضعيف ليتهم يقطعونه عشان نفتك من حلطمتكم في كل هاشتاق,سلبي,لا يمكن تحديده
